Id,Transcription
15595,K_UH_N_AH_L
15596,SH_EH_R_G_OW_L_D
15597,T_AO_S_T_OW
15598,AA_R_OW_M_AE_T_IH_K
15599,Z_AH_N_EH_L_AH
15600,S_AA_M_AA_R_AH
15601,B_AA_B_K_AE_T_S
15602,SH_W_AY_T_S_R_IH_SH
15603,D_IH_S_T_IH_NG_G_W_IH_SH
15604,EH_M_K_AO_R_P
15605,W_IH_N_D_OW
15606,L_AA_R_K_S_P_ER
15607,S_T_IY_G_AH_L
15608,F_IH_T_S_W_AO_T_ER
15609,M_AY_R
15610,OW_T_M_AH_N
15611,D_AE_D_IY_OW_Z
15612,L_AA_R_K
15613,AE_N_JH_AH_L_OW_Z
15614,S_EY_JH_N_ER_IH_G
15615,K_AA_D
15616,B_L_IH_Z_ER_D_Z
15617,EY_T_S
15618,EH_S_T_ER_L_AY_N_Z
15619,K_AA_K_AH_N_AH_T_S
15620,B_R_UH_K_F_IY_L_D
15621,S_L_AE_K_AH_N_Z
15622,AA_R_N_ER
15623,K_AA_N_V_IH_K_T
15624,D_IH_S_R_AH_P_T_IH_V
15625,T_AY
15626,M_ER_AA_S_K_IY
15627,W_IH_S_P_ER_D
15628,P_IH_S_T_AE_SH_IY_OW
15629,Y_ER_N_Y_AH_N
15630,K_OW_L_K_AH
15631,R_IY_S_T_EY_T
15632,TH_ER_OW_B_R_EH_D
15633,AH_B_S_EH_SH_AH_N_Z
15634,HH_IH_K_ER_S_AH_N
15635,K_AE_L_IH_N_Z
15636,AE_K_ER_M_AH_N
15637,HH_AE_G_L_AH_N_D
15638,B_EH_L_V_AH
15639,L_AW_T_ER_B_AA_K
15640,D_IH_M_IY_T_ER
15641,AO_R_T_M_AH_N
15642,CH_W_AA
15643,JH_IH_B_IY
15644,M_ER_S_IH_R_OW
15645,P_R_IY_N_CH_IY_P_IY_AH
15646,K_AE_W_UH_D
15647,B_OW_D_IY
15648,AA_HH_UW_M_AA_D_AH
15649,IH_S_T_AH_L
15650,K_AH_S
15651,S_T_AH_F_AH_L_B_IY_N
15652,G_AE_B_R_IY_EH_L
15653,L_IH_S_IY_T_R_AH
15654,G_AA_D_AH_N_AA_V
15655,K_AY_T
15656,N_UW_L_AH_N_D
15657,L_UH_AA_R_T
15658,S_L_AA_B_Z
15659,K_AA_M_Y_AH_T_EY_SH_AH_N
15660,ER_W_IH_N
15661,W_EY_W_ER_D
15662,AA_R_S_L_EY_N_IY_AH_N
15663,EH_L_ER
15664,S_K_AO_R_CH_T
15665,B_AA_D_AH_M_ER
15666,B_AA_N_HH_AO_F
15667,SH_ER_EH_L
15668,Y_AA_N_HH_AE_P
15669,AW_T_R_EY_JH_AH_S
15670,K_R_IH_P_S
15671,AO_G_ER
15672,L_AA_R_V_AH
15673,AE_R_AH_B_Z
15674,OW_K_AA_N_ER
15675,K_AH_K
15676,F_R_EY_L_T_IY_Z
15677,S_K_R_AY_B_Z
15678,S_T_IY_G_EH_NG_G_AH
15679,S_IY_B_OW_L_D
15680,Z_IH_L_IH_N_S_K_IY
15681,IH_N_V_EH_S_T_ER
15682,D_EH_N_S_ER
15683,P_EH_R_IH_M_AH_N
15684,P_R_IY_S_IY_D_AH_N_T
15685,AW_T_B_R_EY_K_S
15686,L_AA_JH_IH_Z
15687,G_EH_M_AH_L
15688,K_AA_B_W_EH_B_Z
15689,G_R_AE_M_Z_AH
15690,K_R_OW_N_AH_N
15691,T_AH_K_S
15692,T_AE_K_IH_NG
15693,P_AE_N_F_AH_L_Z
15694,B_UW_S_IY_EH_R
15695,IH_N_F_IH_R_IY_ER
15696,P_R_EH_S
15697,AO_T_R_IY
15698,M_OW_G_AH_L
15699,D_IH_T_ER_M_AH_N_IH_Z_AH_M
15700,V_AE_N_D_EH_L_AH
15701,K_R_IH_K_AE_L_IH_V_Z
15702,K_L_OW_S_AH_T_S
15703,M_AE_K_IH_N_V_EY_L
15704,CH_IH_T_AH_N_AH_S
15705,M_AH_G_R_EY_N
15706,R_EH_S_T_IH_V_N_AH_S
15707,M_OW_Z_AH_L_B_IH_R_AW_N
15708,B_ER_D_IY
15709,D_AY_AO_R_IY_OW
15710,F_IY_AO_R_EH_L_IY
15711,M_EH_R_IY_F_IY_L_D
15712,EH_D_M_AH_N_D_Z
15713,D_IY_L_ER_Z
15714,B_IY_T_AH_L_Z
15715,IH_N_M_EY_T_S
15716,AY_V_AH
15717,B_AO_K_IH_NG
15718,SH_IH_M_B_AH_N
15719,S_L_OW_V_Z
15720,K_AA_R_M_EH_L_AH
15721,EH_M_IH_T
15722,M_EH_S_T
15723,K_W_EH_S_CH_AH_N_AH_B_AH_L
15724,F_AW
15725,B_EY_N_B_R_IH_JH_IH_Z
15726,K_R_AH_SH_IH_N_S_K_IY
15727,B_EY_B_IY_Z
15728,K_OW_L_IY
15729,AE_NG_G_L_ER
15730,AH_K_Y_UW_S_T_ER
15731,P_Y_UH_R_AH_F_AY_D
15732,P_R_OW_G_R_AE_M_AH_T_IH_K
15733,G_AY_S_L_ER
15734,Y_AA_HH_UW_Z
15735,S_EY_T_AH_N_Z
15736,B_R_AH_S_UW
15737,N_AE_N_AH
15738,OW_M_AA_R_S_K_AH
15739,F_AA_R_L_IH_NG
15740,B_AE_S_IH_N
15741,B_IH_L_OW_IH_NG
15742,IH_G_Z_UW_D_Z
15743,AH_N_F_L_IH_N_CH_IH_NG
15744,SH_AA_R_Z_AE_D
15745,IH_N_K_R_AH_M_EH_N_T_AH_L
15746,TH_IH_NG
15747,EH_L_D_ER
15748,M_AH_G_AE_R
15749,P_EH_N_D_R_IH_L_Z
15750,M_AA_T_AH_N
15751,G_OY_ER
15752,AA_D_IY_Z
15753,HH_AE_L_AH_N
15754,D_EH_S_T_IH_N_IY_Z
15755,OW_V_ER_S_P_EH_N_T
15756,S_EH_L_F_M_P_R_UW_M_EY_V_AH_N_T
15757,P_R_EH_D_AH_T_ER
15758,M_AH_M_AO_R_IY_AH_L_AY_Z
15759,D_AE_S
15760,JH_AH_NG_W_ER_TH
15761,L_AH_T_M_AH_N
15762,CH_IH_K_AH_S_AO_Z
15763,F_AY_L_Z
15764,K_AH_N_V_ER_S
15765,W_IH_D_AH_N
15766,T_AE_K_S_IY_D
15767,K_R_AH_M_P
15768,M_AH_N_Z
15769,R_UW_SH
15770,AE_N_SH_AH_L
15771,N_AA_K_AA_N_IH_SH_IY
15772,D_EH_R_IY_AH_S
15773,M_AH_K_M_EY_K_AH_N
15774,K_AH_M_R_EY_D_Z
15775,AE_D_M_AY_R_ER
15776,P_AE_K_T_S
15777,D_IY_K_AH_N_T_AE_M_AH_N_EY_T
15778,K_IH_M_B_L_ER
15779,D_AY_AE_D_AH_M
15780,OW_V_ER_HH_IY_T_S
15781,K_AH_N_JH_AH_NG_K_SH_AH_N_Z
15782,HH_AA_R_D_AH_K_ER
15783,HH_AW_F
15784,B_AY_B_AH_L_Z
15785,D_OW_Z_D
15786,TH_AO_R_D_IY_AH
15787,R_EY_G_AH_N_Z
15788,R_IH_L_W_AA_N_UW
15789,G_IH_V_L_ER
15790,HH_AA_R_D_N_IH_T
15791,K_AH_L_Z_ER
15792,N_IH_L_S_AH_N
15793,N_AA_N_T_ER_B_OW
15794,EH_S_P_ER_AE_N_T_OW
15795,B_AH_Z_UW_K_AH
15796,B_AA_B_IH_T_S
15797,D_AA_L_IY_Z
15798,K_AE_D_ER_EH_T
15799,B_AA_R_TH
15800,B_AO_R_T_AH_N
15801,R_IY_L_D
15802,EH_D_AH_M
15803,P_R_AA_M_P_T_IH_NG
15804,G_R_IY_N_SH_IY_L_D_Z
15805,K_IH_R
15806,F_Y_OW_D_ER_AO_V
15807,IH_R_AA_L
15808,B_EH_L_F_L_AW_ER_Z
15809,D_R_IY_M_L_AY_K
15810,M_AY_Z_ER
15811,AH_N_D_ER_S_T_EY_T_IH_NG
15812,K_AO_L_IY
15813,SH_L_AE_NG
15814,P_AW_N_D_S_T_OW_N
15815,D_EH_HH_AA_R_T
15816,V_IH_V_R_AH
15817,G_EY_M_T_AO_F_AY_T
15818,R_IY_K_OW_B_OW_N_OW
15819,K_IH_N_K_EY_D_Z
15820,M_AE_K_S_AH_M_AY_Z_IH_Z
15821,D_EH_L_K_OW
15822,M_AA_T_S_AA_N_IY
15823,N_AA_K_S
15824,S_IH_R
15825,S_K_R_AH_N_CH_T
15826,P_AH_L_IY_S_M_IH_N
15827,K_AE_N_AH_D_IY
15828,AH_N_D_ER_P_EY_IH_NG
15829,W_IH_K_ER_SH_AE_M
15830,R_EY_G_AH_L
15831,R_AO_SH_AA_K
15832,K_R_AE_T_AH_N
15833,OW_B_ER_HH_AW_S
15834,D_IH_JH_IY_AO_R_JH_AH
15835,M_AE_G_ER_T
15836,K_W_EH_N_CH_ER
15837,SH_OW_N_D_AO_R_F
15838,K_R_AY_S_L_ER
15839,K_W_IH_L_T_IH_D
15840,B_AE_N_Z
15841,K_AA_S_T_IH_L_OW
15842,R_IY_S
15843,ZH_ER_EH_L_Z
15844,K_L_AE_S_IH_K
15845,SH_AA_R_M
15846,B_ER_K_L_AH_N_D
15847,D_AO_N
15848,D_AH_N_W_ER_TH
15849,M_AW_TH_W_AA_SH
15850,K_OW_L_T_IY
15851,AH_N_F_IY_L_IH_NG
15852,W_EH_JH_W_UH_D_Z
15853,K_AW_T_S
15854,R_EH_G_Y_AH_L_EY_T_AH_D
15855,P_R_IH_K
15856,S_OW_L_OW_Z
15857,R_EH_D_F_ER_D_Z
15858,M_IH_NG_G_AH_L_D
15859,T_R_AY_AH_JH
15860,W_IH_L_K_IY
15861,S_AH_N_S_EH_T_S
15862,AY_L_ER_Z
15863,B_AY_OW_T_EH_K_N_AA_L_AH_JH_IY_Z
15864,JH_EH_N_T_AH_L_M_AH_N_L_IY
15865,AH_W_EY_Z
15866,D_ER_G_AH_N
15867,K_L_OW_DH_Y_ER_Z
15868,W_AY_L_D_M_AH_N
15869,S_IH_T_Z_IH_Z
15870,V_EH_JH_T_AH_B_AH_L
15871,AH_N_D_IH_S_K_L_OW_Z_D
15872,L_UH_R_EH_Z
15873,M_AE_NG
15874,F_EH_R_B_R_AA_DH_ER
15875,R_EH_T_S
15876,S_OW_M_OW_Z_AH
15877,M_AH_T_AH_SH_AH_K
15878,F_AE_N_Z
15879,Z_AA_W_AA_D_AH
15880,B_AH_G_AY_D
15881,AH_N_R_W_AE_P
15882,L_EH_M_IH_R
15883,HH_UW_P_S
15884,K_L_OW_Z
15885,M_IH_D_AH_L_W_EY_T
15886,S_AE_HH_ER_AA_N
15887,W_IH_D_OW_S_AH_N
15888,JH_AA_K_OW_M_EH_L_IY
15889,P_EH_R_AH_L_EH_L_Z
15890,AA_R_T_IY
15891,B_AA_T_AH
15892,S_IH_F_T_IH_NG
15893,F_R_UW_G_AH_L_IY
15894,S_IY_L
15895,R_AH_N_D_K_W_IH_S_T
15896,M_ER_K_L_AH_N
15897,G_AH_N_DH_ER
15898,SH_IH_N_AE_N_D_OW_AH
15899,P_EH_L_AH_S_IY_ER
15900,K_AA_Z
15901,P_R_AA_B_AH_T_IY
15902,M_AE_D_AH_L_AY_N
15903,R_EY_P_T
15904,L_AE_N_D_L_ER
15905,L_OW_P_EH_Z
15906,AE_K_S_L_AY_N
15907,P_EH_T_EY_N
15908,P_AH_N_CH_L_AY_N
15909,S_AE_L_IH_N_JH_ER_Z
15910,P_EH_R_AH_N_TH_EH_T_IH_K_AH_L
15911,S_P_R_EY_N_IH_NG
15912,S_AA_L
15913,HH_AA_R_D_AH_N_B_R_UH_K
15914,M_AE_K_AH_B_IY
15915,M_AA_N_TH
15916,P_AO_R_T_S
15917,IH_V_EH_N_N_IH_S
15918,P_ER_F_ER_EY_T
15919,F_IH_L_IY_Z
15920,ER_B_IY_N_AH
15921,K_R_AA_K
15922,G_AE_L_Y_AH_N
15923,T_IY_CH_ER_Z
15924,HH_AA_N
15925,HH_AE_NG_K
15926,AA_B_L_AH_G_EY_T_IH_D
15927,SH_R_IY_AA_K
15928,F_AO_R_S_M_AH_N
15929,SH_N_AY_D_ER
15930,L_UW_N_Z
15931,B_IH_R_D
15932,B_R_EY_K_IH_NG
15933,B_R_OW_L_IY
15934,HH_AH_M_B_ER_T
15935,AH_N_S_IH_K_Y_ER_D
15936,R_AY_K_AH_L_ER
15937,AA_D_ER_B_ER_N
15938,B_R_IY_AE_N_AH
15939,R_AA_G_OW_N_IY
15940,B_ER_N_IH_NG
15941,K_OW_L_CH_IH_S_AY_N
15942,B_L_ER_T_IH_D
15943,B_ER_L
15944,TH_R_AY_V_D
15945,IH_K_S_CH_EY_N_JH_ER_Z
15946,K_AH_L_AA_M_AH_T_ER
15947,L_AE_P_T_AA_P_S
15948,JH_EH_N_AH_T
15949,R_AY_AH_N_AY_T
15950,K_OW_P_K_OW
15951,F_W_EH_N_T_EY
15952,S_AH_F_Y_UW_Z_IH_NG
15953,K_OW_L_ER
15954,K_AW_S_ER
15955,T_UW_L_AW_S
15956,S_AW_N_D_IH_NG_Z
15957,F_AA_R_IY_N_EH_L_AH
15958,AH_P_W_ER_D_Z
15959,R_AA_S_AA
15960,L_AW_K_S
15961,K_AE_N_T_OW
15962,SH_AH_K
15963,V_AA_L_OW_N_IY
15964,K_AE_T_AH_K_L_IH_S_M_IH_K
15965,B_IH_G_AY_L
15966,HH_AA_R_L_IH_NG
15967,M_AH_L_AH_L_IY
15968,T_EH_S_T_IH_M_OW_N_IY
15969,AO_R_B
15970,S_AE_D_AH_L_IH_NG
15971,SH_ER_T_S
15972,AH_L_AE_JH_AH_M
15973,K_AA_R_N_IY
15974,K_EY_JH_AH_N_Z
15975,L_AH_K_L_ER_K
15976,M_EY_D_AH
15977,S_T_AO_R_M_IH_NG
15978,S_T_AE_N_D
15979,B_ER_M_IH_D
15980,AO_L_T_ER_K_EY_SH_AH_N_Z
15981,HH_EH_N_D_L_ER
15982,EH_F_R_AH_N_T_EH_R_IY
15983,OW_AH_N_Z_IH_Z
15984,W_AH_Z_IY
15985,S_T_R_EH_K_ER
15986,F_AO_R_F_R_AH_N_T
15987,HH_AA_M_AH_N_IH_D
15988,F_R_AE_NG_K_S
15989,W_EH_N_D_ER_Z
15990,N_AE_N_Z
15991,B_EH_N_AH_F_IH_SH_AH_L_IY
15992,K_EH_P_L_IH_NG_ER
15993,JH_IY_OY_D
15994,D_IH_R_OW_S
15995,R_OW_S
15996,K_AH_M_P_AA_R_T_M_AH_N_T
15997,IH_N_T_R_IH_K_AH_T_L_IY
15998,K_OW_K_S_AY_AH_L
15999,SH_AE_S_T_AH
16000,G_R_AA_V_AA_N_OW
16001,G_R_IY_N_S_T_OW_N
16002,B_AH_Z_B_IY
16003,B_R_AY_N_ER
16004,Z_UW_M_AH_L
16005,L_EH_F_T_S
16006,M_Y_UH_R_OW
16007,EH_N_T_IH_T_IY_Z
16008,P_EH_M_B_IY_N_AH
16009,IH_K_S_P_AW_N_D_IH_NG
16010,G_ER_T_R_AH_D
16011,N_AA_N_AO_P_ER_EY_T_IH_NG
16012,K_AO_T
16013,D_OW_N_Z
16014,IH_N_F_IH_L_T_R_EY_T_IH_NG
16015,P_AE_S_T_ER
16016,S_ER_EH_N_D_IH_P_IH_T_AH_S
16017,SH_EH_R_AH_F_S
16018,CH_IH_L_EH_M_IY
16019,W_EH_D_IH_K_IH_NG
16020,D_OW_T
16021,N_EH_L_AH_N
16022,K_AH_L_AE_B_R_IY_AH
16023,S_ER_T_AH_F_AY_Z
16024,K_AH_S_T_AH_M
16025,B_R_IH_K_B_AE_T_S
16026,L_AY_V_AH_N_D
16027,B_AO_R_D_AH_N_Z
16028,L_AE_N_V_Y_UW
16029,W_IH_N_D_M_IH_R_Z
16030,B_OW_T_EH_L_OW
16031,AE_L_AH_G_AO_R_IY
16032,AH_N_D_IH_T_EH_K_T_AH_B_AH_L
16033,G_IH_V_AH_N_Z_IH_Z
16034,K_AE_T_AH_L_IH_S_T_S
16035,P_UH_S_IY
16036,AO_T_AH_N
16037,N_EH_S_T_EY
16038,S_EH_L_T_S
16039,S_AH_L_S_ER
16040,P_ER_K_AH_L
16041,IH_M_EH_ZH_ER_AH_B_L_IY
16042,M_IH_N_AH_M_AH_L_IH_Z_AH_M
16043,F_R_EH_N_Z_IY_Z
16044,B_AA_R_B_IH_K_Y_UW
16045,HH_AW_S_AH_L
16046,AO_B_UW_CH_AH_N
16047,IH_M_P_R_EH_S_ER_IY_OW
16048,F_L_UH_R_AA_M_AH_T_ER
16049,G_R_EH_N_D_AH_L_Z
16050,D_IH_P_AH_L
16051,D_IH_P_S_T_IH_K
16052,D_AY_AH_G_N_OW_S_IY_Z
16053,AH_D_AH_L_TH_UH_D
16054,M_AH_K_L_ER_G
16055,K_AH_L_M_AH_N
16056,B_IH_K_HH_AH_M
16057,F_IH_K_AH_L
16058,EY_Z_IH_NG_ER
16059,HH_AA_R_T_F_ER_D
16060,OW_Z_ER
16061,EH_L_IH_S
16062,B_L_EY_D_IH_D
16063,OW_D_AA_K_OW
16064,R_IY_D_ER_Z
16065,JH_AY_B
16066,D_AH_S_OW
16067,HH_AA_T_AH_L
16068,L_AO_R_IY
16069,F_IH_TH_IY_AH_N
16070,AA_D_AA_M_S_K_IY
16071,R_OW_Z_AH_L
16072,R_EH_N_CH
16073,HH_AE_NG_K_S
16074,S_EH_L_F_L_AH_S_N_AH_S
16075,P_EH_R_IY_AH_T
16076,AH_K_M_AH_N
16077,B_R_AH_SH_IY
16078,N_EY_Z
16079,G_EH_T_IY_S_B_ER_G
16080,HH_IH_P_N_AH_T_IH_Z_AH_M
16081,K_AA_N_T_R_AH_S_EH_P_T_IH_V_Z
16082,N_AA_R_D_UW_CH_IY
16083,W_IH_CH_K_R_AE_F_T
16084,L_AH_B_AO_R_D_IY
16085,CH_IH_P_M_EY_K_ER_Z
16086,AO_R_IH_L_AH
16087,S_P_R_IH_NG_S_T_IY_N_Z
16088,M_AH_L_T_AH_T_UW_D_Z
16089,B_OW_D_R_AY
16090,TH_EH_R_AH_P_IH_S_T_S
16091,M_ER_K_Y_UH_R_IY_OW
16092,W_AO_L_D_AH_G_AA_R_D
16093,N_EY_D_UW
16094,IH_K_S_P_AE_N_S_IH_V
16095,R_EH_K_AO_R_T_EY_F_IH_NG
16096,P_AA_Z_IH_SH_AH_N
16097,M_IH_L_Z
16098,AE_L_AH_S_T_EH_R
16099,B_AH_K_B_ER_G_ER
16100,M_EH_R_EY_L
16101,SH_L_AO_S_B_ER_G
16102,K_AH_S_T_ER_D
16103,R_AH_G_R_EH_T_F_AH_L
16104,T_ER_S_K_IY
16105,SH_AH_K_M_AH_N
16106,R_EH_D_W_AO_L_D
16107,D_IY_F_ER_D
16108,M_IY_T_P_AE_K_IH_NG
16109,G_AA_R_S_AY_D
16110,B_ER_D_W_AA_CH_IH_NG
16111,M_EH_HH_AH_L_K_AO_F
16112,S_K_W_IY_Z_M_IH_N_AH_S
16113,S_AH_B_OW_T_N_IH_K
16114,K_L_AE_T_S_K_IY
16115,EH_M_IH_L_AY_N
16116,S_EY_B_AH_L
16117,R_AY_B_AE_V_ER_IH_N
16118,D_IH_F_ER_EH_N_SH_AH_L_Z
16119,K_AA_M_P_T_AH_N_Z
16120,R_AO_S_L_IH_N
16121,EH_L_AH_N
16122,P_EY_Z
16123,L_OW_S
16124,M_AA_N_T_ER
16125,W_IH_L_AE_M_AH_T_S
16126,S_IH_N_IY_TH
16127,OW
16128,K_AH_NG_K_AH
16129,M_IH_L_W_AO_R_K_ER_Z
16130,T_R_AE_N_B_ER_G
16131,K_AE_N_AH_P
16132,M_AH_K_L_AO_F_L_AH_N
16133,AY_Z_AH_N_B_AA_K
16134,P_L_AH_M
16135,M_AE_K_AH_L_V_EY_N
16136,M_AO
16137,T_R_EH_N_HH_OW_L_M
16138,M_AA_R_K_AH
16139,T_ER_B_IH_D_IH_T_IY
16140,T_AH_M_AA_G_R_AH_F_IY
16141,G_EH_S_T_HH_AW_S_IH_Z
16142,M_AA_NG_K_IY
16143,B_EY_B_IY_S_IH_T_ER
16144,N_IY_P_AO_L
16145,B_IY_K_OW
16146,L_ER_OW
16147,L_AH_K
16148,K_AA_N_AH_L_IY_Z
16149,K_IH_T_ER_M_AH_N
16150,B_L_AH_D_S_AH_K_IH_NG
16151,K_AA_R_N_OW
16152,W_IH_DH_ER_Z
16153,CH_AE_N_T_AH_L
16154,B_L_IH_T_S_ER_Z
16155,HH_OW_B_AH_N
16156,S_AE_N_S_AH_N
16157,F_L_IH_N
16158,F_EH_L_AH_N_D
16159,CH_IH_JH_EH_L_S_K_IY
16160,K_AA_L_AH_F
16161,SH_EY_JH_IH_NG
16162,EH_T_ER_N_AH_L_IY
16163,EH_K_S_T_R_AH_K_AE_R_AH_K_AH_L_ER
16164,D_AO_R_M_AH_N_T
16165,D_UW_M_AH_Z
16166,K_AO_R_T_IH_S
16167,R_AH_D_AA_M_S_K_IY
16168,JH_AE_N_Z
16169,T_ER_P_IH_N
16170,N_AE_SH_AH_N_AE_L_Z
16171,JH_AH_G_ER_N_AW_T
16172,L_AE_T_AH_T_UW_D
16173,P_EH_T_Z_AH_L
16174,V_ER_M_IH_L_IY_AH
16175,K_AH_S_L_AO_F_S_K_IY
16176,AA_L_OY_S_AH
16177,R_IH_D_L_IH_NG
16178,M_EH_L_IH_K_ER
16179,B_UW_T_R_OW_S
16180,B_AA_R_B_D_AH_W_AY_R
16181,P_AE_L_AW_Z
16182,D_IH_R_AY_D
16183,TH_AO_R_IH_NG_T_AH_N
16184,G_EH_G_AH_N_HH_AY_M_ER
16185,D_AH_JH_OW_N
16186,K_AA_T_AH_N
16187,L_OW_D_EH_M_AH
16188,L_IH_R_IH_S_IH_S_T
16189,T_AO_R_M_EH_N_T_AH_D
16190,M_AH_K_N_AO_T_AH_N
16191,EH_SH_B_AA_K
16192,K_AA_R_T_UW_M
16193,V_AY_B_R_AH_N_S_IY
16194,L_AE_G_D
16195,L_EH_V_AH_N_Z
16196,G_R_AE_K_AH_L_Z
16197,B_ER_L
16198,B_L_IH_K_AH_N_S_T_AE_F
16199,SH_ER_L_AH_N_D
16200,T_IY_Z_L_IY
16201,N_AA_V_AH_L_IH_S_T
16202,EH_S_T_R_AH_N_JH_M_AH_N_T
16203,EH_Z_M_AA_R_K
16204,JH_EY_K_AH_B_S_AH_N
16205,D_IH_M_IH_S_T_AH_F_AY
16206,AE_N_T_AY_F_AO_N
16207,L_AE_N_D_AH_N_B_ER_G_ER
16208,K_AW_N_S_AH_L
16209,K_EY_N
16210,N_AA_N_S_P_AH_S_IH_F_IH_K
16211,M_AE_B_IY
16212,EH_B_ER_S_T_AE_T
16213,B_AH_L_IY_G_ER_IH_NG
16214,CH_AY_L_D
16215,L_AW_EY_SH_AH_N
16216,D_OW_G_AH_N
16217,P_L_IY_Z_IH_NG
16218,EH_V_ER_G_L_EY_D_Z
16219,L_AH_G_IH_NG
16220,V_AE_N_K_L_IY_F
16221,S_T_IH_F_AH_N_Z
16222,G_R_AH_N_D
16223,G_W_AA_N_JH_OW_NG_Z
16224,B_AA_R_K_IY
16225,IH_L_EY_T_ER_Z
16226,G_R_AE_N_D_B_EH_R_IY
16227,EH_M_AH_N_Z
16228,EH_NG_G_IH_L_S_AH_N
16229,L_AE_NG_G_IH_L
16230,T_UW_B_Y_UW_L
16231,TH_EH_K_L_AH
16232,L_AE_N_AH_N
16233,K_AE_D_N_EH_T_IH_K_S
16234,P_EH_NG_G_AH_S_AH_N
16235,F_UW_K_L_AH_Z
16236,S_AA_S_AA_Y_AA_M_AH
16237,IH_K_S_L_AY_N
16238,S_IH_M_IY_OW_N_IY
16239,S_EH_N_T_R_IY
16240,K_EH_L_IH_HH_ER
16241,K_AA_T_AA_L_AA_N_OW
16242,W_AY_B_AH_L
16243,M_AE_G_Z
16244,AA_L_B_ER_G
16245,P_EH_D_AH_L_D
16246,Y_EY_T_S
16247,HH_IH_L_M_AH_N
16248,AE_K_M_IY
16249,M_AA_S_AH_K_IH_S_T_IH_K
16250,IH_G_Z_AE_S_P_ER_EY_SH_AH_N
16251,AH_N_L_AE_N_D
16252,AW_T_L_AE_S_T
16253,HH_AW_AH_M
16254,K_AA_S_T_IH_NG
16255,IH_N_S_AH_B_ER_D_AH_N_AH_T
16256,B_AE_JH_IH_Z
16257,AH_M_IY_T_EH_K
16258,B_AE_N_IH_S
16259,T_OW_L_S_T_ER
16260,K_AA_R_IH_L_OW
16261,L_EY_ER_IH_NG
16262,P_AA_L_AA_T_S_OW_L_AH
16263,M_EY_ER_Z
16264,P_R_AE_NG_K_S_T_ER
16265,HH_OW_M_T_AW_N
16266,HH_OW_L_S_T
16267,B_EH_L_AE_NG_K_AH
16268,M_AE_K_IY_OW_L_EH_K
16269,P_IH_K_OW
16270,N_OW_OW_N_IY_Z
16271,S_AH_M_D
16272,AA_JH_AA_N_IY
16273,K_R_AH_M_R_IY_N
16274,N_AY_DH_ER
16275,IH_K_S_CH_EY_N_JH_AH_B_AH_L
16276,OW_V_ER_L_EH_V_ER_IH_JH
16277,S_N_OW_B_ER_G_ER
16278,S_AE_K
16279,ER_Z_ER_AH_M
16280,F_AA_R_L_ER
16281,B_AE_T_IH_K
16282,SH_AO_L
16283,TH_R_AH_S_T
16284,K_W_IH_Z_AH_Z
16285,L_OW_L_IY
16286,Y_AE_S_K_AA_T
16287,D_IY_L_IY
16288,S_K_AH_D_ER
16289,ER_N_AH_S_T_S
16290,S_IH_T_IY_K_AO_R_P
16291,K_IY_S_T_OW_N
16292,N_AO_R_M_IY
16293,B_AO_R_T_EH_L
16294,AE_L_F_AH_N_S_IY_N
16295,AE_K_M_AH_N
16296,AH_T_S_IH_NG_ER
16297,S_AE_K_S_AH_N_IY
16298,AE_S_AH_T_AY_L_F_AY_AH_N
16299,M_AH_K_P_EH_K
16300,P_R_IY_S_EY_JH_D
16301,EY_P_EH_K
16302,R_IH_S_P_EH_K_T_F_AH_L
16303,D_OW_B_IY
16304,W_EH_S_T_L_AH_N_D
16305,B_AE_R_AH_TH
16306,EH_S_K_AA_R_S_AH_G_AH
16307,AE_M_B_R_AH
16308,D_IH_M_ER_Z
16309,R_AE_P_AH_HH_AE_N_K_AH_K
16310,R_EH_Z_AH_V_W_AA_R_Z
16311,F_EH_L_T_R_AE_K_S
16312,IH_R_EH_V_AH_K_AH_B_L_IY
16313,S_P_EH_SH_AH_L_IH_S_T_S
16314,P_EH_R_AH_M_AE_K_S
16315,K_R_IH_S_IY_AE_K
16316,M_AE_NG_K_IH_N
16317,N_AO_R_IH_K
16318,T_R_AY_M_AH_T_R_AH_K_EY_T
16319,R_IH_S_K_IY
16320,AY_L_IH_D
16321,L_IH_K_W_IH_D_EY_SH_AH_N_Z
16322,HH_AA_P_W_UH_D
16323,G_EY_N_Z
16324,P_R_IY_EH_M_P_T_IH_V
16325,S_K_EY_F
16326,S_L_OW_N
16327,R_AE_K_AH_T_IH_R_IH_NG
16328,D_UW_B_IY_EH_L
16329,V_AA_R_IY_K_IY_OW
16330,S_T_R_EH_S_ER
16331,B_R_AH_D_AO_F_S_K_IY
16332,V_EH_S_T_ER
16333,AH_N_K_L_EY_M_D
16334,AH_N_B_IY_T_AH_N
16335,AA_R_B_AH_K_AH_L
16336,IH_N_F_EH_S_T_EY_SH_AH_N
16337,R_EH_P_L_IH_K_EY_T
16338,HH_AY_P_ER_B_OW_L
16339,AA_R_T_IH_K_Y_AH_L_EY_T_S
16340,D_EH_M_UW_TH
16341,T_UW_TH_L_AY_K
16342,W_AO_L_AH_B_AY_Z
16343,P_AA_S_K_W_AA_R_EH_L_OW
16344,B_EH_S_T_S_EH_L_ER
16345,V_AE_N_D_AH_N_HH_UW_V_AH_L
16346,S_EH_T_EH_K
16347,G_L_IH_N_IH_S
